,ubigeo,prop_es_jefe,prop_es_mujer,prop_en_pareja,prop_edu_superior,prop_edu_basica,prop_alfabetizacion_funcional,prop_lengua_materna_nativa,prop_tic_uso_internet,prop_tic_celular_propio,prop_salud_enfermedad_cronica,prop_tiene_limitacion,prop_tiene_seguro,media_edad
735,130105,0.3173299104410792,1.0,0.43016648941523256,0.3531319472316653,0.6263719149298423,0.9560795509348148,0.0,0.9359189354613527,0.862430487064171,0.686657228590052,0.10296862515714245,0.9032670086746923,44.23356956282332
736,130106,0.3678941365403557,1.0,0.6054170104467561,0.43968818854009334,0.5126475348316892,0.9626603207921017,0.0,0.9526601856735594,0.8275419378509803,0.775611664283156,0.11452092725709496,0.915865442583737,46.36782556865499
737,130107,0.3320218123111827,1.0,0.4432790045156115,0.3449807054636324,0.6202420540471694,0.9560887027526926,0.0,0.8961472704998651,0.8668574637964586,0.6163885718780595,0.06751323166717021,0.9291024886551055,48.08710123135667
738,130109,0.375,1.0,0.375,0.5441948635763293,0.45580513642367065,1.0,0.0,1.0,1.0,0.75,0.0,0.9327583331115383,42.63448333377692
739,130110,0.2857142857142857,1.0,0.42857142857142855,0.0,0.871108444209964,0.871108444209964,0.0,0.871108444209964,1.0,0.7142857142857143,0.0,1.0,43.285714285714285
740,130111,0.2818845991304453,1.0,0.4422621034843382,0.490335870443613,0.4761738592044869,1.0,0.0,0.93421094828712,0.9622003598585845,0.807547094876401,0.0435143028169035,0.930570522060796,44.173507449067905
741,130202,0.38532838696725497,1.0,0.6353283869672549,0.39734463360313926,0.6026553663968607,1.0,0.0,0.8430469030836021,1.0,0.5,0.0,1.0,44.38532838696725
742,130203,0.375,1.0,0.25,0.3197347626610573,0.6802652373389426,0.8870327042893855,0.0,0.8703966346423123,1.0,0.75,0.0,1.0,53.875
743,130205,0.4105257354734072,1.0,0.4202260882960009,0.3782985327602843,0.5727936638550801,0.9510921966153644,0.016282726830049967,0.9457576807544075,0.9141691208617094,0.722375314705799,0.22000279057792863,0.9736253421016848,46.185628728660895
744,130206,0.32420393817491805,1.0,0.5333344354996978,0.3603291141470903,0.6039902946206612,0.9643194087677516,0.0,0.9641583523821691,0.9297566123276627,0.7908722580911315,0.05053034049459978,1.0,46.45546550701626
745,130207,0.3318589463443542,1.0,0.3821108278722931,0.1020538411165488,0.8250985151474372,0.927152356263986,0.0,0.8728994111350682,0.941326250148119,0.8089445860638534,0.0,0.9530654891972641,45.08059953870466
746,130208,0.4260326881830825,1.0,0.1610308112895335,0.27200103381339474,0.6586673648910741,0.9306683987044689,0.0,0.9291042658977731,0.8053608672045871,0.5853730683257132,0.14450506680444908,0.8798274513246146,47.697360568153535
747,130303,0.0,1.0,0.8,0.1288583908954037,0.8711416091045963,0.8546286584297593,0.0,0.6543156769640603,0.6886539393139612,0.3,0.0,0.8,43.3
748,130305,0.14285714285714285,1.0,0.8571428571428571,0.0,1.0,1.0,0.0,1.0,1.0,0.42857142857142855,0.0,1.0,48.0
749,130401,0.3622209340075905,1.0,0.41487455931328476,0.3342403953351542,0.661892766594288,0.9560709379531851,0.0,0.9370770554780494,0.9149561428794443,0.7606211987505741,0.04838973310613857,0.9882797023443339,48.15669697384593
750,130402,0.4000679347970581,1.0,0.3998980978044129,0.16575078931692483,0.7170373270030037,0.8729768130901653,0.0,0.9331570514001144,0.9046902076103673,0.4002377717897033,0.0,1.0,42.594497281438294
