ubigeo,viv_tipo,viv_paredes,viv_pisos,viv_techos,viv_hab_total,viv_hab_dormir,tic_celular,tic_internet,agua_todos_dias,serv_electricidad,nbi_vivienda,nbi_hacinamiento,nbi_sshh,nbi_educacion,nbi_dependencia,es_jefe,es_mujer,edad,en_pareja,trabajo_ingresos,edu_superior,edu_basica,tic_uso_internet,tic_celular_propio,salud_enfermedad_cronica,lim_discapacidad_motriz,lim_discapacidad_visual,lim_discapacidad_habla,lim_discapacidad_auditiva,lim_discapacidad_comprension,lim_discapacidad_relacion,seg_essalud,seg_privado,seg_sis
010609,1.0,0.493491033585594,0.5491146187122891,0.10550593780691445,3.8836478657223528,2.527288785606852,0.9906428432727605,0.9906428432727605,1.0,0.9750895130595421,0.14946292164274752,0.058124469527735145,0.05275296890345722,0.0,0.04151747823409653,0.28195980273502314,0.5077003357003694,29.210290968084966,0.36694942255157714,0.512871907919876,0.04452580266287766,0.9036985601078455,0.6253395094473427,0.6105304681653659,0.39576923618875687,0.05395928879635692,0.07992343681723504,0.026941479695058584,0.05395928879635692,0.04467846147535715,0.0,0.0,0.0,0.9916965043531807
010701,0.9575087834227033,0.2792752710203964,0.711646566646632,0.18264434647434072,3.3194293210432844,1.8406731224636241,0.97416816840368,0.9717398775267723,0.22369233255093146,0.9776847039604283,0.0516777987330328,0.07109603456428565,0.024319820804288617,0.0,0.012403307679119588,0.3407233555148274,0.5236913006411396,34.50547327330485,0.347272000291354,0.23661030363745492,0.1698700129020719,0.7726481638014103,0.8213062952819767,0.7011898083556162,0.48926924714949266,0.0342053249184515,0.016780218884253857,0.014067157038882337,0.013525401679416345,0.03883622360454545,0.01161722189529729,0.1353675772337556,0.0,0.8213819370082223
010702,1.0,0.2680098856385656,0.4617706886794141,0.13351269594186613,2.9376082086877036,1.5934461333975136,0.9729203335709138,0.9729203335709138,0.6348044189793156,1.0,0.07213536699271102,0.09826407462918492,0.015398900812529058,0.0,0.0,0.3307743438764027,0.48257792890392237,37.262248898133365,0.4763340299394126,0.38755817591220515,0.2046307134741697,0.7249876398889817,0.7403589766163048,0.6987144104026074,0.5472734234949329,0.04915119643065284,0.020405773637993306,0.0023113887803748465,0.0353512000965866,0.03288012854441582,0.01016296612604767,0.13687901031149144,0.0,0.8585890583434937
010703,1.0,0.10714815462165803,0.28570369075668395,0.0,1.976246982631019,0.8452716459371675,0.9642592268917098,0.9642592268917098,0.870024789085361,1.0,0.07148154621658027,0.14296309243316055,0.0,0.0,0.0,0.523753017368981,0.5833209725494646,52.01744901759593,0.5952345635855613,0.454802840627322,0.011913591036096712,0.8332838901978584,0.8095308728288774,0.7438598189177422,0.7737159350173749,0.011913591036096712,0.0714073815133679,0.0,0.011913591036096712,0.011913591036096712,0.011913591036096712,0.05949379047727118,0.0,0.9047654364144387
010705,1.0,0.33505814919058025,0.4021173328129404,0.03240827861402163,3.3506025575188856,1.819738773425827,0.968440899016202,0.968440899016202,0.7012946178919294,0.9792436585542093,0.1312785485229349,0.04321103815202885,0.0,0.0,0.0,0.34728081808948014,0.47564016610023113,40.28651444897547,0.47476452787320794,0.3910214583313411,0.044033755185453036,0.8907515593681914,0.8249616219277405,0.5662136888758357,0.5431503991345027,0.10159040631194105,0.05650840938710814,0.010802759538007212,0.07768933964801071,0.07749027553885454,0.021605519076014424,0.010802759538007212,0.0,0.9165500454017252
020101,0.9020346227297358,0.5725169577819017,0.864571504755754,0.616766416650402,3.6124325096443974,2.1843104444899586,0.9514871899357995,0.9376307807905028,0.9074558063154965,0.9963327112298211,0.032539383503830586,0.04047894481480207,0.07378344807817132,0.0,0.0,0.32919180266097864,0.5504840543643198,36.807599674893446,0.35101125579593423,0.08708731760658213,0.32183984608113214,0.6229363578984113,0.7634276671109254,0.7977914238254689,0.5652417978714394,0.0059244501306954574,0.0,0.0,0.0,0.0,0.0,0.17040317757716988,0.0023951917598013634,0.7835680306735298
020105,0.9798264027498623,0.5027536345128315,0.692582625369203,0.5924834750764993,4.329670524609662,2.7217702792390774,0.947350049480727,0.9395229624972838,0.8446047569340063,0.994674871741285,0.0,0.03459721021768739,0.005325128258715042,0.0,0.03459721021768739,0.3075302830302301,0.4972109064979384,39.58456579721373,0.37365338621118926,0.11271932686435933,0.3502876491861842,0.5796949302130473,0.7493409329776217,0.7619595023077039,0.578646663577442,0.007685087498359384,0.0032360468637961854,0.0025080307725456295,0.0025080307725456295,0.009444265732186789,0.0025080307725456295,0.23239224010222403,0.006533815789820879,0.7333137888440919
020601,1.0,0.39188473569357424,0.6889157739626035,0.4506133949087251,3.5208318446390976,2.266800030500043,0.9780220733264641,0.9780220733264641,1.0,0.926740244421547,0.0,0.0,0.44905818791987945,0.0,0.0,0.36148364093756036,0.4616699683618638,39.300192054308006,0.4611785942744801,0.0,0.10072167863220967,0.7929878136456641,0.7868634780160466,0.74165388149341,0.6238175828311296,0.027980687237865048,0.0,0.01970201602149886,0.01970201602149886,0.008389808459307263,0.019590878778557783,0.08394206171359514,0.0,0.8964670595078471
020801,1.0,0.5268141841752062,0.8164768416586776,0.2163904975171885,3.710419010306875,2.61226047025338,0.9983730654700559,0.9983730654700559,0.9612013333021895,0.9942845070640247,0.15218673041395592,0.05695632247697597,0.03574571472581998,0.0,0.0,0.27707620326634835,0.515975832990079,30.92248369812743,0.3477086562088113,0.023454357923670593,0.1335623851009238,0.8191956791277044,0.9488405431597625,0.775176110502656,0.5397269500463808,0.023799427326112347,0.00439589884555932,0.013688035544577763,0.01564808280563732,0.004062786114443861,0.023313284974711666,0.10093389257642785,0.0,0.7835260737328497
021101,1.0,0.671480759747342,0.7713771199947261,0.4652946602369689,3.6918349107897117,2.4254525344077096,1.0,0.9546479961763653,1.0,1.0,0.22862288000527384,0.03628160305890772,0.0,0.0,0.05442240458836158,0.3040172395895932,0.5676904143404794,33.72675047975772,0.4421970418550623,0.02964191415303289,0.29029726342976736,0.6685322517929921,0.9256119503255252,0.7619506156984883,0.6447963976633109,0.032568140361218474,0.00907040076472693,0.00907040076472693,0.014895395180469452,0.03267783312009454,0.04757322830056399,0.3349834489711757,0.0,0.5767408942997246
021201,0.9877467725779587,0.42586242863158263,0.7888486994681543,0.40165985275758137,4.307309702034897,2.6655156181632282,0.9899250919157201,0.9837984782046995,0.9491127754687845,1.0,0.0,0.03675968226612389,0.015112362126419811,0.0,0.0,0.26988845898203156,0.5174969074514864,34.2365525405908,0.45819212839709955,0.188597470187736,0.19475761814394374,0.7446664303596346,0.6776321261406969,0.7147212738074257,0.43910023368288076,0.011239455032467734,0.010074908084279873,0.0,0.0,0.0,0.0,0.21484107789798787,0.018379841133061944,0.7082712447655647
021801,0.9522149611544739,0.7882040271477018,0.8583852323813914,0.6535701047828077,4.144236296020311,2.9479184653728656,0.9961893600200077,0.9961893600200077,0.9911177426023375,0.9798738527604924,0.09304458911324422,0.03792961904997234,0.00512037643956743,0.0,0.0,0.27488372711830095,0.524697946492125,37.3284577390979,0.3317268099188796,0.012693298355713669,0.22319015037860623,0.7503873139750334,0.9403201412208818,0.7576194389506266,0.5872584058440906,0.02331860949582041,0.008502666189558531,0.005572388708046839,0.016533524560020624,0.01740564496501996,0.0147212836538011,0.2922446625349717,0.0023312872801367745,0.6426993067813684
021805,1.0,0.49323484272110885,0.3166335925849763,0.2740193570672827,3.941538431293109,2.608764324535691,0.9633093833307829,0.9633093833307829,0.9764915177139252,0.9923938500945173,0.022818449716448034,0.0,0.05480387141345654,0.0,0.0,0.2839658001549784,0.495428818313611,31.013927436617383,0.29864204682266526,0.025260334871486823,0.03500808561221094,0.8430728266831847,0.8399575994394883,0.6430771011232148,0.4064209410028613,0.0,0.007338123333843424,0.0,0.0,0.0,0.0,0.007606149905482678,0.0,0.7968998741070101
021809,0.9790172075410317,0.7372293029575587,0.8666830905945208,0.537141153193916,4.075623276975623,2.73092140391672,0.997030066306833,0.9948273744921896,0.9984742486351758,0.9966693168774742,0.20537486643711023,0.020627334719891952,0.02303832374822092,0.0,0.017146409731615474,0.2929623612332617,0.4998361786422022,34.14202252389041,0.3703654779676296,0.011993551660455858,0.31945688390583304,0.6463976987187837,0.965485235295947,0.7820824518868468,0.5785129773538132,0.01711083334032275,0.0044681639727096115,0.008997253931979093,0.008556800853703701,0.034025729030464164,0.029013374461527523,0.31315572396114916,0.018175617092876087,0.6389110240402863
022001,1.0,0.10241569356335589,0.2750531462637861,0.3650319844410473,3.495980090420176,1.780759193946031,0.9516928096213136,0.8682281975092556,1.0,1.0,0.0,0.0893892728575619,0.0893892728575619,0.0,0.0,0.4000786297115441,0.6346443794727139,43.57394690303085,0.4422482997213627,0.0,0.04841284618500128,0.8760797962163908,0.6960421130905006,0.6138575467518127,0.6063758580762685,0.009932141428617989,0.009932141428617989,0.024100767286185723,0.009932141428617989,0.0,0.0,0.11582036797621938,0.0,0.7852298027773762
022005,1.0,0.0,0.12834336215285597,0.0,4.898883207027965,2.072086268382992,0.9365478268605324,0.9365478268605324,0.8944083109124751,0.8635595807734296,0.0,0.0,0.4002648566900496,0.0,0.18082044647076764,0.2557273803897647,0.47852949431486175,30.55372325929304,0.3826317266687,0.14549423018638738,0.04294101137027651,0.7008519362819852,0.5480168331497938,0.49511021142437744,0.27911657390679734,0.020990833727164676,0.0,0.021470505685138256,0.032445594506694174,0.03196592254872059,0.0,0.0,0.0,0.9790091662728353
030101,0.9076275677335846,0.6531021932452629,0.7336815501926532,0.7288901743763658,3.0105654977903438,1.9813866516426009,1.0,1.0,0.9720987878064077,0.9890317528577125,0.0,0.11843770707799386,0.004387298856914995,0.0,0.020331784770173528,0.3087321260765682,0.551273718765754,34.52370959709673,0.3799320677810573,0.05249421747094803,0.29213549097004227,0.6301790935937787,0.7935943996857019,0.7130342647404803,0.4605629447133719,0.04230037270661267,0.008312060878510498,0.023473014659869274,0.01671458734226754,0.02546273358156931,0.02324002407104205,0.24928112805941402,0.001992301505421428,0.6940244860531052
